key	source	title	category	license	url
mechanics-and-relativity	Open Textbook Library	Mechanics and Relativity		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1105
a-practicum-in-behavioral-economics	Open Textbook Library	A Practicum in Behavioral Economics		CC BY	https://open.umn.edu/opentextbooks/formats/3404
the-business-ethics-workshop	Open Textbook Library	The Business Ethics Workshop		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/799
all-things-flow-fluid-mechanics-for-the-natural-sciences	Open Textbook Library	All Things Flow: Fluid Mechanics for the Natural Sciences		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2323
introduction-to-mathematical-analysis-i-second-edition	Open Textbook Library	Introduction to Mathematical Analysis I - Second Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/754
neuroscience-for-pre-clinical-students	Open Textbook Library	Neuroscience for Pre-Clinical Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2792
a-grammar-of-yakkha	Open Textbook Library	A grammar of Yakkha		CC BY	https://open.umn.edu/opentextbooks/formats/1096
a-guide-to-matlab-for-me-160	Open Textbook Library	A Guide to MATLAB for ME 160		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3070
property-volume-1	Open Textbook Library	Property Volume 1		CC BY-SA	https://open.umn.edu/opentextbooks/formats/409
music-on-the-move-fosler-lussier	Open Textbook Library	Music on the Move		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1540
slavery-to-liberation-the-african-american-experience-farrington	Open Textbook Library	Slavery to Liberation: The African American Experience - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1513
understanding-document-accessibility	Open Textbook Library	Understanding Document Accessibility		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1519
statistical-thinking-for-the-21st-century	Open Textbook Library	Statistical Thinking for the 21st Century		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1275
malayalam-a-university-course-and-reference-grammar	Open Textbook Library	Malayalam: A University Course and Reference Grammar . - Fourth Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2718
chemistry-atoms-first	Open Textbook Library	Chemistry: Atoms First - 2e		CC BY	https://open.umn.edu/opentextbooks/formats/397
language-and-culture-in-context-a-primer-on-intercultural-communication	Open Textbook Library	Language and Culture in Context - A Primer on Intercultural Communication		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2396
fundamentals-of-compressible-flow-mechanics	Open Textbook Library	Fundamentals of Compressible Flow Mechanics		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2594
guide-to-ancient-roman-art-ezra	Open Textbook Library	Guide to Ancient Roman art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1461
euclidean-plane-and-its-relatives	Open Textbook Library	Euclidean plane and its relatives		CC BY-SA	https://open.umn.edu/opentextbooks/formats/712
precalculus-2014	Open Textbook Library	Precalculus		CC BY	https://open.umn.edu/opentextbooks/formats/124
government-regulation-and-the-legal-environment-of-business	Open Textbook Library	Government Regulation and the Legal Environment of Business		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/260
human-anatomy-lab-manual	Open Textbook Library	Human Anatomy Lab Manual		CC BY	https://open.umn.edu/opentextbooks/formats/1355
climate-toolkit-a-resource-manual-for-science-and-action-granshaw	Open Textbook Library	Climate Toolkit: A Resource Manual for Science and Action - Version 2.0		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1528
transition-to-higher-mathematics-structure-and-proof-second-edition	Open Textbook Library	Transition to Higher Mathematics: Structure and Proof - Second Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1558
words-of-wisdom-intro-to-philosophy	Open Textbook Library	Words of Wisdom: Intro to Philosophy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/918
what-color-is-your-c-f-r	Open Textbook Library	What Color is Your C.F.R.?		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/385
nutrition-science-and-everyday-application	Open Textbook Library	Nutrition: Science and Everyday Application - beta v 0.1		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1901
the-science-of-plants	Open Textbook Library	The Science of Plants		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2994
human-biology	Open Textbook Library	Human Biology		CC BY	https://open.umn.edu/opentextbooks/formats/928
theatreappreciation	Open Textbook Library	#TheatreAppreciation		CC BY	https://open.umn.edu/opentextbooks/formats/3271
prealgebra	Open Textbook Library	Prealgebra - 2e		CC BY	https://open.umn.edu/opentextbooks/formats/150
introduction-to-permaculture	Open Textbook Library	Introduction to Permaculture		CC BY-NC	https://open.umn.edu/opentextbooks/formats/682
educational-psychology	Open Textbook Library	Educational Psychology - Second Edition		CC BY	https://open.umn.edu/opentextbooks/formats/627
defend-dissent	Open Textbook Library	Defend Dissent		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2413
engineering-mechanics-statics	Open Textbook Library	Engineering Mechanics: Statics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3197
virginia-cooperative-extension-gardener-handbook	Open Textbook Library	Virginia Cooperative Extension Gardener Handbook		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3496
intermediate-algebra-2020	Open Textbook Library	Intermediate Algebra		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2714
crawford-automation-a-guided-application-of-structured-problem-solving	Open Textbook Library	Crawford Automation – A Guided Application of Structured Problem Solving		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3634
apex-calculus	Open Textbook Library	APEX Calculus		CC BY-NC	https://open.umn.edu/opentextbooks/formats/90
blueprint-for-success-in-college-and-career	Open Textbook Library	Blueprint for Success in College and Career		CC BY	https://open.umn.edu/opentextbooks/formats/910
the-ethics-of-tax-lawyering	Open Textbook Library	The Ethics of Tax Lawyering - Third Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1019
introduction-to-philosophy-ethics	Open Textbook Library	Introduction to Philosophy: Ethics		CC BY	https://open.umn.edu/opentextbooks/formats/1370
law-for-entrepreneurs	Open Textbook Library	Law for Entrepreneurs		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/318
la-linguistica-hispanica-una-introduccion-capitulo-1-y-2-disponibles-otros-capitulos-en-desarrollo-ganeshan	Open Textbook Library	La lingüística hispánica: Una introducción		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1475
introduction-to-systems-biology-workbook-for-flipped-classroom-teaching	Open Textbook Library	Introduction to Systems Biology: Workbook for Flipped-Classroom Teaching		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3457
resultados-cientificos-de-la-investigacion-multidisciplinaria-desde-la-perspectiva-etica	Open Textbook Library	Resultados Científicos de la Investigación Multidisciplinaria desde la Perspectiva Ética		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3126
technical-project-management-in-living-and-geometric-order	Open Textbook Library	Technical Project Management in Living and Geometric Order - Third Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1092
cardiovascular-pathophysiology-for-pre-clinical-students	Open Textbook Library	Cardiovascular Pathophysiology for Pre-Clinical Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2868
career-cornerstones-establishing-a-foundation-for-a-career-in-healthcare	Open Textbook Library	Career Cornerstones: Establishing a Foundation for a Career in Healthcare		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3683
greek-and-latin-roots-part-i-latin	Open Textbook Library	Greek and Latin Roots: Part I - Latin		CC BY	https://open.umn.edu/opentextbooks/formats/1659
preparing-to-publish	Open Textbook Library	Preparing to Publish		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3534
introduction-to-narrative-journalism	Open Textbook Library	Introduction to Narrative Journalism		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2693
organic-chemistry-i	Open Textbook Library	Organic Chemistry I		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2769
pro-git-everything-you-need-to-know-about-git	Open Textbook Library	Pro Git: Everything You Need to Know About Git (English) - Version 2.1.359-2-g27002dd		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3436
cornelius-nepos-life-of-hannibal-latin-text-notes-maps-illustrations-and-vocabulary	Open Textbook Library	Cornelius Nepos, 'Life of Hannibal': Latin Text, Notes, Maps, Illustrations and Vocabulary		CC BY	https://open.umn.edu/opentextbooks/formats/714
biology-2e	Open Textbook Library	Biology - 2e		CC BY	https://open.umn.edu/opentextbooks/formats/1022
introduction-to-gnu-octave-a-brief-tutorial-for-linear-algebra-and-calculus-students	Open Textbook Library	Introduction to GNU Octave: A brief tutorial for linear algebra and calculus students		CC BY-SA	https://open.umn.edu/opentextbooks/formats/882
understanding-media-and-culture-an-introduction-to-mass-communication	Open Textbook Library	Understanding Media and Culture: An Introduction to Mass Communication		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1750
focusing-on-organizational-change	Open Textbook Library	Focusing on Organizational Change		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/252
introductory-statistics-2013	Open Textbook Library	Introductory Statistics		CC BY	https://open.umn.edu/opentextbooks/formats/132
future-energy-opportunities-challenges	Open Textbook Library	Future Energy: Opportunities & Challenges		CC BY	https://open.umn.edu/opentextbooks/formats/2507
writing-guide-with-handbook	Open Textbook Library	Writing Guide with Handbook		CC BY	https://open.umn.edu/opentextbooks/formats/2782
financial-accounting	Open Textbook Library	Financial Accounting		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1645
oer-a-field-guide-for-academic-librarians	Open Textbook Library	OER: A Field Guide for Academic Librarians		CC BY	https://open.umn.edu/opentextbooks/formats/1122
mastering-strategic-management-1st-canadian-edition	Open Textbook Library	Mastering Strategic Management - 1st Canadian Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/562
natural-resources-biometrics	Open Textbook Library	Natural Resources Biometrics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/172
deleting-dystopia-re-asserting-human-priorities-in-the-age-of-surveillance-capitalism	Open Textbook Library	Deleting Dystopia: Re-Asserting Human Priorities in the Age of Surveillance Capitalism		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2615
using-open-educational-resources-to-promote-social-justice	Open Textbook Library	Using Open Educational Resources to Promote Social Justice		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3140
the-law-of-trusts	Open Textbook Library	The Law of Trusts		CC BY-SA	https://open.umn.edu/opentextbooks/formats/415
linear-regression-using-r-an-introduction-to-data-modeling	Open Textbook Library	Linear Regression Using R: An Introduction to Data Modeling		CC BY-NC	https://open.umn.edu/opentextbooks/formats/484
college-algebra	Open Textbook Library	College Algebra		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/60
how-to-think-like-a-computer-scientist-c-version-1999	Open Textbook Library	How to Think Like a Computer Scientist: C Version		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1067
contract-doctrine-theory-practice-volume-3	Open Textbook Library	Contract Doctrine, Theory & Practice Volume 3		CC BY-SA	https://open.umn.edu/opentextbooks/formats/64
calculus-in-context	Open Textbook Library	Calculus in Context - 2008 Edition		CC BY	https://open.umn.edu/opentextbooks/formats/3205
introduction-to-philosophy-philosophy-of-mind	Open Textbook Library	Introduction to Philosophy: Philosophy of Mind		CC BY	https://open.umn.edu/opentextbooks/formats/1334
composing-mindfully-writing-fundamentals-atkinson	Open Textbook Library	Mindful Technical Writing: An Introduction to the Fundamentals		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2403
no-limits	Open Textbook Library	No Limits		CC BY	https://open.umn.edu/opentextbooks/formats/1172
six-steps-to-job-search-success	Open Textbook Library	Six Steps To Job Search Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/296
tutorials-of-visual-graphic-communication-programs-for-interior-design-volume-2	Open Textbook Library	Tutorials of Visual Graphic Communication Programs for Interior Design, Volume 2		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3075
foundations-of-biomedical-science-quantitative-literacy-theory-and-problems	Open Textbook Library	Foundations of Biomedical Science: Quantitative Literacy: Theory and Problems		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3543
technology-media-literacy-and-the-human-subject-a-posthuman-approach	Open Textbook Library	Technology, Media Literacy, and the Human Subject: A Posthuman Approach		CC BY	https://open.umn.edu/opentextbooks/formats/2733
succeeding-at-your-internship-a-handbook-written-for-and-with-students	Open Textbook Library	Succeeding at Your Internship: A Handbook Written for and with Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1765
project-management	Open Textbook Library	Project Management		CC BY	https://open.umn.edu/opentextbooks/formats/1723
entrepreneurship-and-innovation-toolkit	Open Textbook Library	Entrepreneurship and Innovation Toolkit		CC BY-SA	https://open.umn.edu/opentextbooks/formats/981
tort-law-cases-and-commentaries	Open Textbook Library	Tort Law: Cases and Commentaries - 2nd Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3043
